name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
University of Vienna,139,47.9,49.5,86.6,25.4,41.2,45.2,"The German-speaking world's oldest university (established in 1365) made notable contributions to 20th-century medicine, producing five Nobel winners (in 1914, 1927, 1930, 1936 and 1973). Other laureates include Erwin Schrödinger (Physics, 1933) for pioneering quantum wave mechanics and Friedrich von Hayek (Economics, 1974). Two theology faculties (one Catholic, one Protestant) figure among 19 schools attended by some 85,000 students."
University of East Anglia ,145,47.3,26.5,68.5,28.0,26.1,85.6,"Home to one of Norman Foster's earliest buildings, the Sainsbury Centre for Visual Arts, in 2009 UEA was caught up in the ""Climategate"" controversy, but is also involved in conservation initiatives, such as its 2 million project to improve the River Wensum's water quality. Its 320-acre campus supports about 19,600 students, more than three-quarters of whom are undergraduates."
University of Birmingham ,148,46.9,42.6,70.3,36.0,42.6,50.6,"Home to the world's tallest free-standing clock tower, the Joseph Chamberlain Memorial Clocktower, and at various times eight future Nobel laureates, this ""redbrick"" also houses the Barber Institute of Fine Arts, which displays works by Van Gogh, Picasso and Monet. European studies and international relations are among the subjects offered by the university, which educates more than 26,000 students."
"Birkbeck, University of London ",149,46.8,25.9,85.3,25.1,25.8,80.8,"In 1823, some 2,000 people packed a pub on London's Strand for the launch of Dr George Birkbeck's Mechanics' Institution, which aimed to provide education for those with little time or money. That intention has been met in spades by Birkbeck, part of the University of London since 1925: today it has around 19,000 students, some 11,800 of them extramural."
Brandeis University ,150,46.7,25.3,40.3,33.7,27.3,90.2,"Brandeis University is a private, co-educational, non-sectarian institution of higher learning and research. Founded in 1948 by the American Jewish community, it has a liberal-arts focus. Sidney Blumenthal, former aide to Bill Clinton, is a Brandeis alumnus. In 1985, Brandeis was elected a member of the Association of American Universities, which represents the 62 leading research institutions in the US and Canada."
University of Aberdeen ,151,46.6,30.6,84.8,44.4,32.2,67.7,"A 57 million successor to the Queen Mother Library opened in September 2011 for the benefit of Aberdeen's students, of whom 14,000 are enrolled in 590 first-degree and 110 postgraduate courses. From the founding of King's College in 1495, the institution grew steadily and united with its rival, Marischal College, in 1860."
Freie Universität Berlin ,151,46.6,46.3,62.1,30.6,48.5,42.5,"Founded in 1948 as a university free from political interference, it was set up in the leafy suburb of Dahlem, long linked to Nobel prizewinning scientific research. Such connections are developed today through 17 collaborative research centres. Some 100 subjects are offered to 32,000 students by an academic staff of more than 4,800. "
National Taiwan University ,154,46.2,47.8,20.7,40.0,58.5,39.2,"Research farmland and forest, plus a hospital and botanic gardens, help make up NTU's land holding of 84,710 acres. Founded by the Japanese as the Taihoku Imperial University in 1928, it was reorganised in 1945 and gained its current name. Today, its 248-acre main campus has about 34,000 students and a faculty of around 2,000."
Yeshiva University ,154,46.2,43.6,26.4,,27.0,75.3,"Born of a primary school founded by East European immigrants in 1886, Yeshiva offers a curriculum combining Orthodox Judaism with secular knowledge in the liberal arts. In its Moorish Revival-style beit midrash (Torah study hall), writer Chaim Potok and thousands of others have studied. Today, around 4,700 faculty look after about 6,500 students."
University of Exeter ,156,46.1,31.3,73.4,35.4,33.3,67.8,"Exeter's Centre for Leadership Studies, said to be the only one in Europe, was opened in 1997. The university became fully self-sufficient in 1955, but traces its roots to the 19th-century Royal Albert Memorial College. The university comprises three campuses - Streatham, Tremough and St Luke's - and serves around 15,700 students."
Chinese University of Hong Kong ,151,46.6,47.0,69.5,36.4,50.2,37.8,"The Chinese University of Hong Kong was founded in 1963 and has more than 20,000 undergraduate and postgraduate students, 3,000 from outside the city. Its 137-hectare campus overlooks Tolo Harbour."
Erasmus University Rotterdam ,157,46.0,28.8,65.0,45.0,27.2,77.4,"Named after arguably Rotterdam's greatest export, the 15th-century humanist and philosopher Desiderius Erasmus, EUR today has more than 19,400 students supported by an academic staff of around 2,100 scholars in three broad domains: economics and management; medicine and health; and law, culture and society."
University of Warwick ,157,46.0,39.7,85.5,31.3,44.5,45.0,"Warwick's coat of arms sports two lithium isotope atoms, a DNA helix and Warwickshire's bear with a ragged staff opposite Coventry's elephant and castle. The institution comprises 29 academic departments plus 40 research centres and institutes grouped into four faculties - arts, medicine, science and social studies."
University College Dublin ,159,45.9,25.2,83.2,32.3,23.7,80.5,"A clutch of UCD students led the Easter Rising in 1916: many more fought in the War of Independence. The first Dl met at the Earlsfort Terrace campus between 1919 and 1922. James Joyce, Flann O'Brien and half the Republic's presidents and Taoiseachs have called it their alma mater; around 1,300 faculty and 20,000 students make it their academic home today."
VU University Amsterdam ,159,45.9,30.4,48.0,63.2,35.3,70.2,"In 1880, VU University Amsterdam first opened its doors to students. VU stands for 'Vrije Universiteit' which means 'Free University'. Here, 'free' refers to freedom from state and church interference. The university now comprises twelve faculties and has teaching facilities for 26,000 students. With more than 50 Bachelor’s programmes and almost a 100 Master’s programmes, VU University Amsterdam offers a wide choice of study options."
University of Illinois at Chicago ,167,45.2,53.3,27.2,38.6,43.9,43.3,"With its genesis in the establishment of three private health colleges in the 19th century, the university operates the US' largest medical school, with annual research expenditure exceeding $340 million, along with Illinois' major public medical centre. Today, around 26,200 students are taught in 15 colleges."
Radboud University Nijmegen ,159,45.9,27.7,52.3,33.1,43.8,65.5,"Strategically located in Europe, Radboud University Nijmegen is one of the leading academic communities in the Netherlands. It is a place with a personal touch, where top-flight education and research take place on a beautiful green campus, in modern buildings with state-of-the-art facilities. ,The strength of the University lies in its personal approach. The campus is a close-knit community where academics from different faculties often work together in cross-disciplinary teams. All students receive individual guidance from researchers and their studies are directly integrated with the work done at the University's 17 research institutes. This offers unique opportunities to undergraduates, postgraduates, and doctoral candidates alike., ,Our academics are at the forefront of international research. This is one of the reasons why an increasing number of students and scientists from other countries choose to study and work in Nijmegen. We have over eighty nationalities on campus, both students and staff. The University has 100 bilateral agreements with other universities and 600 exchange agreements with EU partners (Erasmus programme). Radboud University initiated the International Research Universities Network (IRUN), a cooperative venture involving ten European universities., ,Nijmegen is a true university city with lots of restaurants and cafés. The cultural centre LUX - the largest art house cinema in the Netherlands - also offers theatre, music, debate, and multimedia. The city is the oldest city in the Netherlands, dating back to Roman times. Today, it has some 170,000 inhabitants, 30,000 of whom are students. Students appreciate the attractive, green surroundings and the many opportunities that the city offers for relaxation and entertainment. It is a safe, friendly place to live and study., ,International students and staff can expect to receive a warm welcome. The University's International Office helps to organise practical matters such as arranging a visa and finding accommodation. In addition, the office organises many activities, introducing international students and staff to the University, the city, its students and its other inhabitants., , ,Radboud University is student-oriented and has a strong focus on research. It has seven faculties and enrols over 19,000 students in more than 100 study programmes. The University is constantly strengthening the international character of its programmes. ,Like most European universities, Radboud University Nijmegen uses the BA-MA structure. This makes Bachelor's and Master's programmes at Radboud University compatible with most other European universities., ,Radboud University offers more than forty Bachelor's programmes, of which two are taught in English:,Radboud University offers a full range of Master's programmes taught in English. In addition to the regular Master's programmes, the University also offers two-year Research Master's programmes. These two-year programmes are highly selective and could not be a better preparation for a PhD. All Master's programmes have been internationally accredited by the Accreditation Organisation of the Netherlands and Flanders (NVAO)., ,At Radboud University, education and research go hand in hand. This strong link gives students the opportunity to get closely involved with the most up to date research topics. Furthermore, our Master's programmes offer several specialisations and a large degree of flexibility to choose your own path. During their Master's, students work under the guidance of a personal tutor. Together with this tutor, they choose their own unique programme. This makes all our students 'Masters of their future'., ,Research and education at Radboud University benefit from an international approach and PhD candidates play an important role in this process. The process of earning a doctorate normally takes four years and consists of conducting independent research and writing a dissertation. In general, a tuition fee is not requested. The most usual way to become a PhD candidate is by applying for an official vacancy."
Wake Forest University ,162,45.8,36.4,17.2,49.1,21.6,86.1,"This Baptist-founded private co-educational university's Wait Chapel has hosted two presidential debates: George Bush Snr v Michael Dukakis (1988) and George Bush Jnr v Al Gore (2000). Retaining its geographical name despite moving to Winston-Salem in 1956, the university closed down in 1862 after most of its students and faculty joined the Confederate Army. Enrolment today is around 6,900."
Medical University of South Carolina ,162,45.8,43.9,23.9,87.8,38.9,56.6,"The Medical University of South Carolina was founded in 1823. It has colleges devoted to medicine, nursing, pharmacy, graduate studies, plus dental medicine and health professionals. It is widely regarded as one of the leading medical institutions in the US."
Texas A&M University,164,45.7,42.3,36.0,43.8,51.8,45.7,"In a nod to its origins as the Agricultural and Mechanical College of Texas in 1876, Texas A&M University's flagship campus has some 49,000 ""Aggies"" on its main campus alone, with more in Galveston and the Middle Eastern state of Qatar. More than 2,800 scholars in 10 colleges offer award-winning teaching and research."
University of Reading ,164,45.7,36.9,75.1,31.6,38.6,55.4,"Founded over one hundred years ago, the University of Reading moved to its 130 hectare main parkland campus in the 1940s and runs programmes across the arts and social sciences and sciences, as well as business in the University’s Henley Business School. Research specialisms include climate and environmental sciences, health and food security, the latter founded on its history of research into agriculture and food. The University of Reading is home to around 17,000 students."
Tel Aviv University ,166,45.4,47.3,30.1,35.0,60.7,33.0,"Founded in 1956, Tel Aviv University is Israel's largest and most comprehensive institution of higher learning and research. It comprises nine faculties, 106 departments and 90 research institutions, and is a major centre of teaching and research."
RWTH Aachen University ,168,45.1,36.1,67.1,61.8,25.1,67.2,"Established in the first flush of modern nationhood, Germany's largest university of technology acquired its own seat in the Prussian House of Lords by 1880. It numbers among its alumni several scientists who won Nobel Prizes for physics or chemistry, and today identifies its leading course as mechanical engineering. One-third of its approximately 33,000-strong student body are women."
Université Paris Diderot - Paris 7 ,169,45.0,23.3,70.7,,18.7,88.9,"Université Paris Diderot - Paris 7 is a multidisciplinary institution in the French capital. It has about 26,000 students, 6,000 of them international, around 2,000 researchers and some 1,400 teaching and research staff."
University of Dundee  ,176,44.5,20.8,62.5,55.3,20.1,87.1,"Dundee is the only university listed by the UK's Universities and Colleges Admissions Services where students may read for a Bachelor of Laws in either English or Scottish law. Founded in 1881, it was originally a college of St Andrews University but has been independent since 1967. It has 3,000 staff and more than 18,600 students."
Nanyang Technological University ,169,45.0,41.4,89.8,44.4,47.8,34.5,"A research-intensive public university, Nanyang Technological University (NTU) in Singapore has 32,500 undergraduates and post graduates at its four colleges of Engineering, Business, Science, and Humanities, Arts, & Social Sciences. Its  medical school, the Lee Kong Chian School of Medicine, is set up jointly with Imperial College London.,NTU’s Nanyang Business School is consistently rated one of Asia's best business schools with The Economist ranking its MBA programme top in Singapore for nine straight years. Its College of Engineering has a research output among the top three universities globally and is the 5th most cited in the world. The College of Humanities, Arts & Social Sciences covers a broad range of disciplines with its premier Wee Kim Wee School of Communication and Information; a fast-growing humanities and social sciences school; and Singapore's first professional art school offering degree courses in art, design and interactive digital media. The College of Science, with award-winning faculty and world class laboratories, runs Singapore's only direct honours bachelor's degree programmes in the biological, physical and mathematical sciences., ,NTU is also home to several world-class autonomous institutes - the Earth Observatory of Singapore (EOS), the Singapore Centre on Environmental Life Sciences Engineering (SCELSE), the S. Rajaratnam School of International Studies (RSIS) and the National Institute of Education (NIE) - and various leading research centres such as the Nanyang Environment & Water Research Institute (NEWRI), Energy Research Institute @NTU (ERIAN) and Institute on Asian Consumer Insight (ACI).,A melting pot of international talents, NTU's multidisciplinary learning environment is supported by top-notch faculty, led by NTU President Professor Bertil Andersson, a world-renowned biochemist, former Trustee of the Nobel Foundation and winner of the prestigious 2010 Wilhelm Exner Medal; and Provost, Professor Freddy Boey, a leading authority in materials science and engineering who invented the world's smallest piezoelectric heart pump in 2003.,Top names at NTU include Professor Kerry Sieh, Director of EOS (former endowed Chair of Tectonics at California Institute of Technology), Professor Stephan Schuster, cluster leader at SCELSE (listed in the TIME's 100 Most Influential People in 2009), Professor Staffan Kjelleberg, Director of SCELSE (co-founder of the Centre for Marine Bio-Innovation at the University of New South Wales), and Professor Bernd Schmitt Executive Director of ACI and Director, Center on Global Brand Leadership Columbia Business School, New York."
University of Miami ,172,44.8,45.7,30.3,,23.3,70.3,"Miami is a private research university with more than 15,000 students. It was established in 1925 during the region's famous real estate boom. At the end of 2010, the institution's endowment was worth $618.2 million."
Queen's University ,173,44.6,39.7,65.0,87.5,36.1,49.3,"Queen's University in Kingston, Ontario is one of Canada's oldest degree-awarding institutions. It was established in 1841 by a Royal Charter granted by Queen Victoria. Queen's is a community made up of around 25,000 scholars, artists, scientists and students. The student body is drawn from 83 countries."
University of New South Wales ,173,44.6,36.1,85.1,53.1,40.2,46.8,"UNSW Australia (The University of New South Wales) is located ten minutes away from the shores of Coogee beach in Sydney, Australia. It places a strong importance on real industry ties and says it is “committed to making a difference in this world”. UNSW is known for its associations with global networks such as Group of Eight (a coalition of Australia’s leading research intensive universities) Universitas 21 international network and most recently APRU (Association of Pacific Rim Universities)."
University of Auckland ,173,44.6,28.3,92.9,76.6,35.0,55.7,"Economist William Phillips, who taught here from 1969 to 1975, observed a historical inverse relationship between countries' unemployment and inflation rates, a phenomenon now known as the Phillips Curve. Today, 39,000 students are part of New Zealand's largest university community, set up in 1883, with eight faculties on six campuses. Ex-prime ministers David Lange and Helen Clark studied here."
University of Victoria ,177,44.2,16.8,70.5,26.8,31.5,79.2,"Founded in 1903 as Victoria College on the southern tip of Vancouver Island, UVic's location is draw enough for many, with its balmy summers and temperate winters. It gained degree-granting status in 1963 and its 463-acre campus accommodates some 19,400 students and 2,400 academic staff grouped into 10 faculties and two divisions."
Université Catholique de Louvain ,169,45.0,29.2,72.5,30.8,34.7,65.5,"Founded in 1425, Louvain is one of the oldest universities in the world and has a rich history. In 1502, Erasmus took his first year of study there. Today it accommodates around 21,000 students of 122 nationalities and some 5,000 teaching, research, administrative and technical staff."
Technical University of Denmark ,178,44.1,31.9,65.2,95.7,24.1,66.8,"H.C. Ørsted – the father of electromagnetism – founded the Technical University of Denmark in 1829. The university is home to around 7,800 bachelor and master students, in addition to 1,300 PhDs. The Danish government covers tuition fees, leaving students to pay living expenses. On campus are 19 departments."
University of São Paulo ,178,44.1,61.7,22.9,33.3,58.0,18.8,"Serving a city of more than 20 million people, USP has many of the attributes of a city itself: four hospitals, four museums - with half a million visitors a year - a drama theatre and an orchestra. It has 86,000 students (47 per cent of them women) and more than 15,200 staff."
University of Delaware ,180,43.8,26.4,29.8,98.0,37.2,66.7,"A hybrid that began as a school in 1743 - it is privately chartered but publicly funded - UDel attained university status when it merged with Delaware Women's College in 1921. Its five campuses are home to around 4,000 staff and about 19,300 students."
University of Liverpool ,181,43.6,34.8,73.1,37.1,33.5,55.6,"Not only is Liverpool one of the original six ""redbrick"" universities, it was also a Liverpool professor, Edgar Allison Peers, who coined the term. Another of its professors, Oliver Lodge, made what was arguably the world's first public radio transmission in 1894, a year before Marconi. Home to around 20,700 students, it counts journalist Jon Snow and writer Lytton Strachey among its graduates."
University of Oslo ,181,43.6,33.5,63.9,29.0,36.9,56.6,"Two centuries have passed since Oslo's inauguration, one since alumnus Fridtjof Nansen gained fame for his Arctic expeditions. Nansen received 1922's Nobel Peace Prize within sight of the institution's Faculty of Law and is one of five Nobel laureates associated with the university. Today's student body, numbering 32,000, is served by 4,600 staff. The Faculty of Humanities incorporates the Centre for Ibsen Studies."
Iowa State University ,184,43.4,32.8,28.3,49.2,30.1,70.4,"Now a museum, the Farm House is ISU's oldest building, erected just two years after the institution opened as the Iowa Agricultural College and Model Farm. Changing its name in 1945, its 2,000-acre campus houses 55 academic departments, eight colleges and one school. It offers 100 degree programmes to around 28,000 students."
Pompeu Fabra University ,186,43.1,23.4,54.3,37.6,16.1,87.6,"Among UPF's four research institutes is one for applied linguistics, as befits a university named after the man who standardised the modern Catalan language. Founded in 1990, the institution continues to expand, incorporating historic buildings with the new on its three campuses. There, some 7,000 students follow a spectrum of academic disciplines."
University of Ottawa ,185,43.2,38.9,49.6,36.9,34.8,54.8,"This bilingual university founded by the Missionary Oblates of Mary Immaculate in 1848 receives more than US$150 million in research funding a year. Featuring a renowned Heart Institute, the university offers more than 300 undergraduate and graduate degrees, diplomas and certificates across 69 disciplines delivered by nine faculties."
University of Science and Technology of China ,192,42.7,38.9,14.8,29.7,23.5,73.6,
Eberhard Karls Universität Tübingen ,187,43.0,34.4,58.1,31.0,24.1,67.6,"Kepler and Hegel are among the alumni of this institution, one of the oldest universities in Germany. It was founded in 1477 by Count Eberhard and given its current name in 1769 by Duke Karl Eugen. It accommodates around 23,000 students in 14 faculties and about 2,450 academic staff."
KTH Royal Institute of Technology ,187,43.0,40.9,82.1,100.0,39.5,34.1,"Founded in 1827 as the Kungliga Tekniska högskolan, KTH moved to its central Stockholm campus in 1917. It and its four satellites accommodate some 14,500 students and an academic staff of more than 2,900, who are responsible for a third of all higher technical and engineering research and teaching in Sweden."
University of Western Australia ,189,42.9,32.1,90.0,58.7,35.8,47.8,"John Winthrop Hackett, a newspaper editor and owner, founded the university in 1911. It was the first free higher education institution in the British Empire, actively promoting equal access to tertiary education for the masses. Today it has around 21,000 undergraduate and postgraduate students, 4,500 of them from overseas."
Johann Wolfgang Goethe-Universität Frankfurt am Main ,181,43.6,30.5,57.6,42.4,21.7,75.1,"Founded in 1914 as Frankfurt University by a group of wealthy citizens, it was given its current name in 1932 in honour of the city's most famous son. It offers 170 degree programmes ranging from African language studies to zoology. It has 16 departments distributed over four campuses, 37,000 students and 600 academics."
Albert-Ludwigs-Universität Freiburg ,189,42.9,35.7,55.6,81.8,18.7,67.8,"Freiburg was described as a university town long before its 19 Nobel laureates-in-the-making passed through. With only minor modifications, the university's seal - Christ on a Gothic throne holding the Gospel - has been in continuous use since its fifth year, 1462. Foreigners make up one-sixth of its student body."
Universität Konstanz ,194,42.5,29.0,63.7,49.9,29.7,62.8,"With fewer than 10,000 students, this ""boutique"" university boasts a library with more than 2 million books, which is open around the clock. The university, which left its former Dominican monastery home for the Gleissberg campus in 1972, offers more than 100 degree courses in three faculties: sciences; humanities and law; and economics and politics."
City University of Hong Kong ,193,42.6,30.2,61.6,50.1,35.0,57.4,"City University of Hong Kong was founded in 1984 and provides courses in business, science and engineering, energy and environment, law, creative media and social science. Its 20,000-strong student population can choose from 130 programmes at the associate, undergraduate and postgraduate degree levels. It has seven colleges and 22 academic departments."
Boston College ,195,42.4,26.5,41.4,24.2,18.9,83.5,"With 112 ordinands, BC hosts one of the world's largest Jesuit communities. Student admission is among the nation's most selective: for 2012, just 26 per cent of 31,000 undergraduate applications have been successful. It has around 14,600 students taught in nine colleges and schools on three campuses."
University of Leicester ,197,41.5,27.6,84.9,34.4,30.3,56.3,"Winner of the first University Challenge television series in 1963, Leicester teaches 13,000 of its 22,000 students full-time, the balance taken up by part-time and distance-education participants. The founding body began operations in 1921, a beneficiary of a donation by textiles manufacturer Thomson Fielding Johnson to create a living memorial to the First World War fallen."
Georgia Health Sciences University ,197,41.5,49.0,32.1,40.7,14.2,63.5,"With its own 540-bed medical centre and a specialist children's centre, MCG has some 2,500 students taught by a full-time academic staff of around 670 in five schools: medicine; allied health sciences; dentistry; graduate studies; and nursing. Founded in 1828 as the Georgia Medical Academy, it changed its name to its current title five years later."
Maastricht University ,197,41.5,30.6,86.4,,30.5,53.9,"Maastricht University (UM) is an international university located in Maastricht, one of the oldest and most beautiful cities of the Netherlands. The city is known for the Maastricht Treaty, which established the European Union in 1992. The University occupies traditional buildings spread throughout the city centre and its medical faculties are based in state-of-the-art facilities in Randwyck.,Established in 1976, UM is the youngest of the 13 public universities in the Netherlands. With almost 16,000 students and 4,000 staff, UM offers a wide choice of academic programmes. UM graduates are highly appreciated on the international labour market and can be found all over the globe, for instance, doing research in Cambridge and Harvard or working for multinationals in countries as varied as Belgium, England, China, the United States, The Gambia, Turkey or Dubai., ,Education at UM is unique thanks to both the content of our study programmes and our learning method: Problem-Based Learning (PBL). The strength of PBL lies in its:,Maastricht University is a fully bilingual (Dutch & English) university. We offer a wide range of bachelor's, master's and PhD programmes with a strong international and European orientation, most of which are taught in English. Almost half of the student population and a third of our academic staff is non-Dutch, making UM by far the most international university in the Netherlands, and indeed among the most international universities on the European continent.,Each faculty at Maastricht University has dozens of international partnerships and student-exchange agreements, and we encourage interdisciplinary and international collaboration. In addition, UM programmes place heavy emphasis on studying abroad, often including it as a core requirement for graduation., ,Research at UM is based on socially relevant themes that are studied from various disciplines. The university has established a number of research institutes and focuses on multidisciplinary, interfaculty research in: Learning and Innovation, Quality of Life, and Europe and a Globalising World. As an international network university, we have an ingrained culture of collaboration within and between departments, as well as with external institutes, businesses and social organisations in the Netherlands and abroad.,Our research programmes rank among the top in the Netherlands and Europe. We recognise the value of bright, young researchers in contributing to the development of fresh and innovative ideas. That is why research plays an integral role in the majority of our master's programmes and why we offer a number of research master's focused solely on the training of future researchers., ,Though Maastricht University is internationally oriented, it maintains strong ties to the region. Together with the Maastricht University Medical Centre and regional partners we expand our sciences portfolio in areas such as Medical Biotechnology, Neurosciences, Biobased Materials, Systems Biology and Smart Devices. Campuses initiatives as well as the activities of UM Holding and Studium Generale testify to this solidarity.,At UM, we are continually working to further strengthen our position as a research university. To this end, collaboration between the government, business sector and knowledge institutions in the region is crucial. This is what we call the 'triple helix' formula. Such partnerships also help to shape our major campus initiatives:,With these campus initiatives, UM is hoping to enhance its international appeal for top scientific talent, and foster additional opportunities for research funding. This will serve to further anchor the university in the regional economy."
Bilkent University ,201-225,,27.9,48.5,29.4,22.3,60.8,"Bilkent University is recognised and ranked internationally as the premier institution of higher education in Turkey. Located in the country's capital city Ankara, a vibrant metropolis of 4.5 million, Bilkent is a hub of academic, social, and cultural activity.,Founded in 1984, Bilkent University is Turkey's first private, non-profit institution of higher education. With world-renowned scholars among its faculty and top-notch facilities throughout its campus, Bilkent attracts the brightest students. The University hosts 13,000 students seeking degrees in 32 undergraduate and 47 graduate programs. Over 40% of Bilkent University's student body benefits from a variety of generous scholarships. ,The medium of instruction at Bilkent University is English. Bilkent prides itself on its truly international perspective, where the international community of scholars and students forms an essential component of academic programs, research activities, and social life. International faculty members make up more than a quarter of all academic staff and represent 40 different countries. There is also a growing body of full-time international students, as well as exchange students visiting from more than 200 partner institutions worldwide. ,Chief among the factors that ensure a high standard of education is a highly productive faculty body, eminent in their fields. According to ISI Citation Indexes, academic papers published by Bilkent faculty have a sizable footprint in literature. The University continuously invests in new educational and research technologies, providing a dynamic learning and research environment. Facilities include cutting-edge research laboratories, extensive computer and internet infrastructure, modern classrooms, and state-of-the-art studios. Students take part in projects that utilize high-tech research facilities such as nanotechnology centers, clean room laboratories, microbiology and genetics laboratories, and digital content creation and editing laboratories.,The Bilkent University Library is the most extensive academic library in the country, visited by over 800,000 students and researchers annually. In addition to its large collection of books, the Library provides on-site and remote access to a large selection of journals and databases.,The 1,200-acre Bilkent campus and environs provide many options for engaging with the University community. The world-renowned Bilkent Symphony Orchestra offers weekly performances during the academic year. Radio Bilkent provides a mix of international hits and sponsors many activities on campus. Students clubs number around 100 and engage students on topics from martial arts to social activism. The campus features two art galleries that display travelling exhibitions in addition to the many smaller venues for showcasing student and faculty art. Students find many daily choices from lecture and film series offerings to outdoor concerts. ,Bilkent University provides on-campus housing for the duration of a student's stay. The dormitories provide a safe and comfortable environment for 4,000 students. Students who live off-campus commute via a frequent and free shuttle system. In addition to snack bars in all the dormitories, Bilkent campus and adjacent areas feature a wide variety of eateries, cafeterias, cafés, and coffee shops for enjoying a quick snack or a full meal with friends. ,A wide range of indoor and outdoor facilities provide students with many choices of sports activities and competitive events. Student teams compete with local rivals in football, basketball, volleyball and American football. The campus features three sports halls with modern fitness centers, athletic fields, and courts. ,Bilkent University is proud to provide an environment for learning and intellectual growth encompassing the sciences, technology and humanities, and will surely continue to rank amongst the finest universities in the world.,Come to Bilkent and discover the world!"
University of Bergen ,191,42.8,29.0,73.5,42.1,26.6,65.2,"Among Bergen's six faculties is the Nordic world's only self-contained Faculty of Psychology. Besides its faculties and three centres, the university has four departments - the Grieg Academy's department of music among them. Although founded in 1946, the university is direct heir to academic activity at Bergen Museum from 1825 onwards. It has 3,200 staff and 14,500 students."
University of Twente ,200,41.4,32.9,56.2,76.8,30.4,54.4,"The Netherlands' only full-campus university, 50 this year, is consciously entrepreneurial and has produced around 600 spin-off companies. Situated in 350 woodland acres on a former country estate, it has five faculties: management and governance; behavioural sciences; electrical engineering, mathematics and computer science; engineering technology; and science and technology. It accommodates some 8,800 students and around 2,500 faculty and staff."
University of Adelaide ,201-225,,32.2,81.7,50.7,33.4,43.8,"The university was established in 1874 with a 20,000 grant by grazier and copper miner Walter Watson Hughes. The state's art gallery, museum and library are neighbours in the cultural precinct it inhabits. Five faculties employing more than 1,300 academics teach around 21,600 students."
Karlsruhe Institute of Technology ,196,41.6,34.6,64.9,35.6,19.6,65.5,"Known as the Fridericiana after the grand duke who set it up in 1825, the university was a computer pioneer by the mid-1960s: in 1984, it received Germany's first email. In 2009, the institution amalgamated with the city's nuclear research centre to form KIT. Today, 8,000 staff in 11 faculties and research centres cater for 18,000 students."
University of Cincinnati ,201-225,,29.0,20.6,32.9,24.9,69.0,"Cincinnati is the first American university to benchmark its services to international students, of whom it has 2,500 drawn from more than 100 countries. They are part of a 40,000-strong student body undertaking around 600 study courses, from two-year associate's degrees to doctoral and postdoctoral education, at 13 colleges."
Autonomous University of Barcelona,201-225,,33.7,45.9,37.0,27.9,57.9,"Set up in 1968, UAB boasts more than 28,300 undergraduates, nearly 2,700 exchange students, some 2,250 foreign students and more than 1 million books in its libraries. A member of the European Consortium of Innovative Universities and the European University Association, it runs an annual science summer camp."
University of Barcelona ,201-225,,24.5,44.1,29.5,22.2,71.9,"More than half of Catalonia's student population attends four-campus UB, founded by royal prerogative granted in 1450 by Alphonse V of Aragon (the Magnanimous), half a century after a plea to the Pope from King Martin (the Humane). Annually, 2,000 bachelor's degrees and 450 PhDs are awarded at this home for around 90,600 students served by about 4,150 faculty members."
Université Libre de Bruxelles,201-225,,23.6,80.4,52.8,25.9,53.5,"When Belgium gained independence in 1830, Ghent, Liège and Leuven had state universities - but not the capital. This answer to that omission has produced sporting success (its football team won a Bronze Medal at the 1900 Olympics) and intellectual respect (three Nobel laureates). Eight faculties accommodating some 21,000 students are overseen by around 4,400 staff."
University at Buffalo ,201-225,,44.3,49.2,40.9,35.6,42.0,The university was founded in 1846 and is based in New York State. It is a member of the Association of American Universities and has three campuses. Originally it was a medical school but has grown into a multidisciplinary public research institution.
Cardiff University ,201-225,,28.9,67.8,35.5,34.0,51.7,"Founded by Royal Charter in 1883, Cardiff appointed Britain's first female professor, Millicent McKenzie, in 1904. Some 27,500 students and around 2,100 academic staff are grouped into 29 schools, including the Centre for Lifelong Learning, which offers a wide range of courses to the public."
Colorado School of Mines ,201-225,,24.6,38.4,99.4,22.8,63.7,"When Mines opened in 1874, geophysical exploration for fossil fuels and minerals was the name of the game. This still plays a major role, but alongside other applied sciences at the frontiers of renewable energy and microfluidic devices. A faculty of 340 oversees 4,500 ""Orediggers"" on its 373-acre Rocky Mountain foothills campus."
University of Georgia ,201-225,,44.4,30.6,27.7,36.4,37.3,"Opening when the Republic was in its infancy, Georgia is one of several contenders for the title of the US' oldest public university. Racial integration was achieved in 1961 with the admission of Hamilton E. Holmes and Charlayne Hunter. Under its horizon-broadening initiative, 2,000 of its 35,000-strong student body are learning abroad on every continent, including Antarctica."
University of Gothenburg ,201-225,,25.8,48.4,37.7,37.7,55.7,"A full university since 1954, this institution, host to around 25,000 full-time students and some 4,700 full-time staff, has outgrown its base in recent years, with the School of Economics, the Academy of Music, Drama and Opera and the Faculty of Education moving to the city centre. Its Social Sciences Faculty offers a peace and development studies elective."
University of Innsbruck ,201-225,,23.1,90.7,32.8,13.8,65.7,"A university sans campus, Innsbruck is spread across the Alpine-gateway city. Before 2005, it had just six faculties, but is much more extensive today: it now employs 4,500 staff and faculty members, and has more than 27,500 students in 16 faculties. A fully formed university since 1669, its parent institution, the Innsbruck Academic Gymnasium, was financed by Tyrolean salt-mine revenues."
