name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Oregon State University,276-300,,27.1,34.2,31.0,24.2,64.1,"Oregon State is one of only two US universities to hold land-, sea-, sun- and space-grant designations. It is a Carnegie research university and generated $261.7 million in external funding in the 2011 fiscal year. It is comprised of 12 colleges, with strengths in natural resources, earth dynamics and sustainability, life sciences, entrepreneurship and the arts, and teaches around 25,000 students. It runs facilities or programmes in all 36 counties in the state, including a major marine science base in Newport."
Queen's University Belfast ,276-300,,28.0,87.1,48.1,23.8,52.2,"Founded by Queen Victoria in 1845, just 90 students constituted the institution's first intake four years later. Queen’s, which gained its current name in 1908, has more than 17,000 and an academic staff operating from three faculties: arts, humanities and social sciences; medical, health and life sciences; and engineering and physical sciences."
Ruhr-Universität Bochum ,276-300,,36.7,48.3,54.3,32.9,42.4,"When classes began in 1965, RUB was the first new public university in Germany since the Second World War. That same year, work began on its extensive botanical gardens, the highlight of which is the Chinese water garden that was built with the help of Shanghai's Tongji University. It has nearly 32,000 students and more than 2,800 academics."
Shanghai Jiao Tong University ,276-300,,43.4,20.7,76.1,37.9,31.3,"Known as the ""Eastern MIT"" for its production of top engineers, Jiao Tong employs around 1,400 professors and associate professors, including 15 members of the Chinese Academy of Sciences and 20 from the Academy of Engineering. Founded as Nanyang Public School in 1896, it teaches 33,000 students in 20 schools and also operates a School of Continuing Education."
University of Southern Denmark ,276-300,,18.6,67.3,75.5,19.6,67.3,"French-born Princess Marie is patron of the University of Southern Denmark, which was founded in 1966. SDU's state-of-the-art research reputation is built on expertise in areas as diverse as biotechnology, stem-cell research, robotics, political science, management, literature and history. The institution is a comprehensive university with five faculties located in six cities. Some 2,200 staff teach around 20,000 students."
University of South Carolina ,276-300,,37.5,31.3,30.8,28.0,53.2,"The state's flagship university, which opened in 1801, survived the Civil War, although prominent antebellum graduates had spearheaded the push for secession. Today, 350 study programmes in 14 degree-granting colleges and schools are taught by some 1,600 faculty members to more than 28,400 students on its historic 359-acre city-centre campus."
California Institute of Technology (Caltech),1,95.5,96.3,59.8,95.6,99.4,99.7,"The California Institute of Technology (Caltech) is a highly focused science and engineering research and education institution located in Pasadena, CA. It is home to approximately 2,300 students and 300 faculty, and boasts 31 Nobel laureates among its past and current faculty and alumni. Caltech manages the Jet Propulsion Laboratory (JPL) for NASA, and owns and operates a global network of astronomical observatories and research facilities."
Swedish University of Agricultural Sciences ,276-300,,28.4,46.8,99.8,25.3,54.6,"In 1977, this institution was created through the merger of three scholastic organisations, one of them a 200-year-old veterinary college founded by a student of the master taxonomist, Carolus Linnaeus. A tuition-intensive institution, its 3,000 students - 700 of whom are engaged in doctoral studies - work under the tutelage of 3,000 staff."
Tokyo Medical and Dental University ,276-300,,47.5,21.9,45.4,21.6,47.1,"Not to be confused with Tokyo Medical University or Tokyo Dental University, TMDU sends selected faculty members to Harvard Medical School for curriculum development. Established in 1928, the institution acquired university status in 1946. Some 3,000 students, including 210 from abroad, are pursuing baccalaureate and postgraduate qualifications."
University of Trento,276-300,,28.7,51.2,45.3,21.9,62.1,"Mikhail Gorbachev and the Dalai Lama are among seven honorary professors at this 50-year-old Italian public university attended by 15,000 students. It offers Master and PhD courses in English ranging from the fields of mathematics, physics, life sciences, engineering and ICT, to the economics and social sciences area, international studies, humanities and law."
University of Oxford ,2,93.7,89.7,88.7,79.8,98.1,95.6,"Twenty-six British prime ministers, at least 30 other world leaders, 12 saints and 20 archbishops of Canterbury have been Oxonians. Oxford virtually invented college life in the 13th century. The world's third-oldest surviving university offers approximately 12,000 undergraduates a choice of 38 colleges and six permanent private-residence halls."
Massachusetts Institute of Technology (MIT),5,93.1,92.9,81.6,92.9,89.2,99.9,"In 150 years, the Massachusetts Institute of Technology (MIT) has produced more than 70 Nobel laureates, eight of whom are members of its current faculty. From its 168-acre Charles River campus, more than 10,000 students are instructed in architecture and planning; engineering; humanities, arts and social sciences; management; science; and health sciences and technology."
University of Turin,276-300,,22.6,36.3,40.4,23.4,66.2,"The University of Turin is one of the oldest in Italy. With about 70,000 students, 4,000 academic, administrative and technical staff, 1,800 postgraduate and postdoctoral students, and 120 buildings, it is also one of the largest. Turin has more than 70 university libraries accommodating about 2 million books, 100,000 of which are antique. It also acts at the international level through partnership arrangements with India, China, developing countries in Asia, Latin America, Eastern Europe, the Mediterranean and a number of international organisations."
University of Cambridge ,7,92.6,91.2,83.6,59.1,95.6,96.2,"Cambridge alumni loom large in the making of the modern world: Newton on laws and motion; Rutherford splitting the atom; Darwin on evolution; Turing's prototypical computer; Crick and Watson with DNA. Founded in 1209 by Oxford scholars who quit after a dispute with the local citizenry, Cambridge now employs more than 8,500 staff and has over 18,300 students."
Imperial College London ,8,90.6,88.0,91.4,87.5,90.9,93.0,"With an emphasis on research, Imperial has four faculties - medicine, natural science, engineering and business. Founded in 1907 as a constituent college of the University of London, it became independent in 2007. Its main campus in London's museum quarter and seven others house more than 1,200 scholars and around 13,000 students."
"University of California, Berkeley ",9,90.5,85.1,49.7,65.4,99.3,99.3,"Vitamin E was identified here, a lost Scarlatti opera found, the flu virus identified and America's first no-fault divorce law drafted. A gold-rush by-product, the university by San Francisco Bay was chartered in 1868. To date, more than 20 faculty members have become Nobel laureates. Today's student body consists of about 36,000 members, more than 10,000 of them postgraduates."
Virginia Polytechnic Institute and State University ,276-300,,38.5,27.8,27.9,44.4,37.2,"Better known as Virginia Tech, this Appalachian academy is one of two American universities with a corps of cadets. The corps has nurtured seven Medal of Honor recipients: enrolling in it was compulsory until 1964. Erstwhile parade ground Drillfida is a large oval at the heart of the campus. It has more than 30,700 students and around 1,370 faculty members."
"University of California, Los Angeles (UCLA)",13,87.7,87.3,42.3,,93.8,95.9,"Close to Hollywood and with a celebrated film and television school, the University of California, Los Angeles (UCLA) is a cinematic magnet. Established in 1919, it has about 26,000 staff and around 38,500 students. A leader in college athletics, the institution comprises five undergraduate colleges, seven professional schools and five health science schools."
Stanford University ,2,93.7,95.0,56.6,62.4,98.8,99.3,"Founded in 1891 by railway tycoon Leland Stanford in remembrance of his son, who died aged 16, Stanford is said to be, after Harvard, the US' most selective university, accepting around 7 per cent of applicants. Its alumni founded corporate giants including Hewlett-Packard and Google. The world's third-richest university, it teaches about 7,000 undergraduate and around 4,000 graduate students."
Princeton University,6,92.7,89.5,54.5,79.5,99.4,99.8,"At the heart of American academic life since its charter in 1746, Princeton is one of the smallest of the private Ivy Leaguers, but can boast more than 30 Nobel laureates among its past faculty and alumni. Its 500-acre campus accommodates around 5,000 undergraduates and 2,500 postgraduates overseen by more than 1,100 academics."
Harvard University ,4,93.6,94.9,63.7,39.9,98.6,99.2,"The oldest academic institute in the US, it dates from 1636 and is named after its first benefactor, John Harvard. It has the global academy's largest financial endowment and boasts more than 40 Nobel laureates. Its 210-acre main campus and 23 satellites house 10 faculties and the Radcliffe Institute for Advanced Study."
University of Chicago ,10,90.4,89.6,55.3,,92.9,98.7,"Chicago has more postgraduates than undergraduates, underlining its focus on advanced academic exploration. The Chicago School of economics, embracing Milton Friedman's pro-market philosophy, developed here, as did the first self-sustained manmade nuclear reaction. Founded in 1890 with a grant by John D. Rockefeller, Chicago now operates 125 research institutes and centres."
Yale University ,11,89.2,93.2,54.7,38.2,92.5,94.8,"America's third-oldest university has nurtured five US presidents and 17 Supreme Court justices. Its endowment is worth more than $16 billion and it has around 12.5 million books in its 24 libraries. Residential colleges and mascots started here. Its Class of 2014 will contain 1,940 students, a record low three-in-40 acceptance rate."
ETH Zürich – Swiss Federal Institute of Technology Zürich ,12,87.8,82.5,95.7,,92.7,86.6,"You don't have to be Albert Einstein to study here - every Swiss citizen who has sat the Matura (matriculation) is eligible - but it doesn't hurt. ETH Zurich (heir to the Federal Polytechnic Institute, set up in 1855) now teaches around 15,000 students in 16 faculties. Einstein received his diploma here in 1901."
Northwestern University ,19,83.1,77.6,33.8,64.4,87.3,98.2,"With Ann-Margret, Warren Beatty and Charlton Heston among its alumni, Northwestern's annual musical revue, Waa-Mu, has launched scores on the thespian path. A private university on the shores of Lake Michigan, its 240-acre campus accommodates more than 16,000 students taught by around 2,500 staff."
Columbia University ,14,87.0,89.7,66.1,,82.0,96.1,"With Barack Obama among its alumni, Columbia awards the annual literary Pulitzer Prize and boasts more Nobel prizewinners than any other institution in the world. It has three undergraduate schools, 13 graduate and professional schools and one of continuing education."
University of Toronto ,21,82.2,79.6,65.1,42.9,89.4,85.1,"Established in 1827, the University of Toronto is a vibrant and diverse academic community. It includes 80,000 students, 12,000 colleagues holding faculty appointments, 200 librarians, and 6,000 staff members across three distinctive campuses and at many partner sites, including world-renowned hospitals. ,The University is one of the most respected and influential institutions of higher education and advanced research in the world. Its strengths extend across the full range of disciplines: the 2012-13 , ranking groups the University of Toronto with Stanford, UC Berkeley, UCLA, Columbia, Cambridge, Oxford, the University of Melbourne, and the University of Michigan as the only institutions in the top 27 in all 6 broad disciplinary areas. ,The University is also consistently rated one of Canada's Top 100 employers, and ranks with Harvard and Yale for the top university library resources in North America.,The University of Toronto has three campuses: U of T St. George in downtown Toronto, U of T Mississauga to the west, and U of T Scarborough to the east. ,The campuses have a combined reputation for attracting top faculty and students, producing ground-breaking research and graduating leaders who make a difference in the world.,Every year, the University welcomes students of the highest calibre - not just from the province of Ontario, but also in rising numbers from across Canada and around the world. We invest tens of millions each year in student bursaries and scholarships with one aim in view: to ensure that the very best students can be admitted on merit, not on the basis of personal or parental income. ,Academic programs are structured to capitalize on the breadth and depth of the university and on the teaching strengths of its outstanding faculty. Small-group seminars and tutorials, combined with large lectures and online support, give students the opportunity to develop a spectrum of skills and knowledge. Students are attracted to U of T by the opportunity to work closely with top faculty and to engage in research right from the beginning of their academic careers. As early as first year, U of T students engage in original research through courses, informal volunteer opportunities, summer positions, and national research council-funded internships. In second year, select students are invited to apply to the Research Opportunity Program (ROP), which earns students credit for participating in a year-long, off-campus research project. ROP students have excavated fossil sites in Hungary, learned geophysics field techniques in British Columbia and examined HIV/AIDS-related issues in Namibia.,U of T encourages students to apply their discoveries in the wider world. The university's ""Entrepreneurship 101"" course is increasingly popular, and the new Banting and Best Centre for Innovation and Entrepreneurship provides a home for student- and faculty-spun companies to commercialize their research. ,Outside the classroom, student life at the University of Toronto is rich with opportunities to form close-knit intellectual and social communities. With more than 800 clubs and student-run organizations, every student finds a home.Eco-conscious students can join the Environmental Student Union or volunteer at the U of T greenhouses or community gardens. Students with a love for the arts express their creativity in drama, photography, cinema, art and Bhangra and Hip Hop clubs. Budding journalists and public speakers produce student newspapers and radio shows, craft arguments for debate competitions and volunteer their time teaching media awareness to adolescents.,Communities also form around cultural connections and spiritual ties, including the Kurdish Students Association, the Chinese Magazine club, the Islamic Business Association and the Caribbean Connectionists. Departmental student societies like the Undergraduate Commerce Society and the Historical Studies Society host pub nights, guest lectures and movie nights. ,The breadth and depth of the university's research and teaching strength facilitates interdisciplinary collaboration among faculties and with partner institutions, and lays the foundation for a formidable portfolio of discoveries.The university is a continental leader in knowledge-translation and entrepreneurship, and its close association with the MaRS Discovery District, its ten affiliated teaching hospitals, and its industry partnerships place it at the hub of one of the most productive centres of innovation in North America.,With almost 1,000 invention disclosures filed between 2007 and 2010, U of T is far ahead of any Canadian institution and third among public universities in North America. In 2011 alone, University of Toronto students and faculty generated 25 spin-out companies.,Internationally, the university is developing major collaborative consortia with other research universities, including the Structural Genomics Consortium: a partnership with the Karolinska Institute, Oxford University, and the University of Sao Paulo. And through a USD210-million collaboration with IBM, the university is developing analytical models to provide improved public services - including drinking water, healthcare and energy - in the most efficient ways. ,Faculty members working in and across the full range of disciplines are finding answers to some of the world's most difficult challenges:,While the university is proud of its historical and massive ongoing contributions to research and innovation in Canada, it is ultimately its graduates who constitute U of T's single biggest contribution to the strengthening of communities and the creation of successful and innovative societies. The University claims 500,000 alumni in 175 countries: they are in leadership roles on every continent and in every sphere of human activity with surprising concentrations of influence everywhere from Hollywood to Hong Kong. ,U of T has graduated five Nobel Prize winners, more than any other university in Canada, with a total of 10 Nobel Laureates having been based here during significant points in their careers. ,Among them, The Right Honourable Lester B. Pearson received his BA from the University of Toronto and was awarded the 1957 Nobel Peace Prize for his untiring efforts against world conflict. Pearson also went on to become Canada's 14th Prime Minister. Professor Walter Kohn, co-winner of the 1998 Nobel Prize in Chemistry, is an alumnus of the University of Toronto. And Professor James Orbinski, who received his master's degree in international relations from U of T, accepted the 1999 Nobel Peace Prize on behalf of Doctors Without Borders for pioneering humanitarian work around the world."
University of Pennsylvania ,15,86.6,90.0,38.1,43.7,89.4,96.2,"About 12,000 members of this Ivy League community are active in 300-plus public service programmes. The world beyond those 279 West Philadelphia campus acres repays their commitment: one in nine first-years hail from overseas. It teaches around 20,600 full-time and 4,000 part-time students."
University of Washington ,24,79.9,74.7,39.1,41.3,81.3,97.0,"Bill Gates' father is one of 10 university regents at ""U-Dub"", one of the oldest West Coast universities, whose libraries have accumulated more than 7.3 million volumes in 150 years. This scholastic community - around 43,000 students, two-thirds of them undergraduates, working in 140 departments with about 5,800 faculty - is represented by a live mascot, Dubs the Alaskan Malamute."
Georgia Institute of Technology (Georgia Tech),25,78.8,70.2,66.3,74.9,79.5,90.3,"The Georgia Institute of Technology's roots lie in the South's Reconstruction after the US Civil War, changing its name from school to institute in 1948. Its 400-acre city-centre campus caters for around 20,000 students served by a faculty of about 900 scholars in six colleges: architecture; computing; engineering; liberal arts; management; and sciences."
Johns Hopkins University ,16,85.6,81.8,57.3,100.0,85.5,95.3,"This institution is named after the Quaker philanthropist whose $3.5 million endowment brought it into being in 1876, just two years after his death. Johns Hopkins teaches more than 6,700 students out of nine schools on three main campuses and eight satellites, including sites in Washington DC, Italy and China."
University of Texas at Austin ,25,78.8,75.5,42.1,57.9,80.7,91.0,"The University of Texas at Austin opened in September 1883. It is the largest institution of the University of Texas system and one of the largest public universities in the US, with a 350-acre main campus, 17 colleges and schools, about 24,000 faculty and staff, and more than 50,000 students. Bevo, a Texas longhorn, has been the institution's mascot since 1916."
University of Melbourne ,28,77.9,68.4,77.2,67.6,82.5,83.7,"The University of Melbourne is an internationally recognised research intensive university with a strong tradition of excellence in teaching, research and research training and community engagement. Established in 1853, it is Australia's second oldest university. Melbourne offers broad undergraduate degrees and world-leading graduate programs delivered through graduate schools in professional and scholarly disciplines to about 50,000 students each year."
University College London (UCL),17,85.5,83.5,89.0,45.1,88.8,86.8,"To find the best shortcut between any two points on its campus, UCL's Centre for Advanced Spatial Analysis has designed a handheld Routefinder. Alumni of Britain's first university to admit women on equal terms include Jonathan Ross, Jonathan Dimbleby, Robert Browning, Jomo Kenyatta and cricketer David Gower. Today, around 21,600 students are served by about 8,000 staff."
Cornell University ,18,83.3,77.0,53.8,39.5,92.1,91.8,"Ezra Cornell and Andrew Dickson White founded the ""Big Red"" in 1865 to provide education for all, irrespective of race or religion. That ideal still underpins life and learning for around 20,000 students and 6,000 faculty at today's private Ivy League academy, which offers about 4,000 courses in 11 undergraduate and professional schools."
University of British Columbia ,30,77.3,69.1,82.1,42.4,80.4,84.0,"The University of British Columbia (UBC), established in 1908, is one of Canada’s leading research universities and is consistently ranked among the top 40 in the world. The university attracts 54,000 students from across Canada and countries around the world to two major campuses.,The University of British Columbia creates an exceptional learning environment that fosters global citizenship, advances a civil and sustainable society, and supports outstanding research to serve the people of British Columbia, Canada and the world.,As a UBC student, you'll be part of a school that is globally recognized for its high academic standards and rich learning environment. UBC’s exceptional record of innovation and sustainability draws expert faculty and inspires the next generation of leaders., ,Why is UBC such a great place for students to learn, grow, and develop? The answer is simple: UBC combines a solid reputation for academic excellence with a flexible, student-centered learning environment. And our location doesn’t hurt either.,Whether you attend UBC’s Vancouver or Okanagan campus, you’ll be surrounded by extraordinary natural beauty. British Columbia’s vast forests, gleaming waters, and epic peaks offer a stunning backdrop for campus life and promise adventure just beyond the city limits.,The largest campus is 30 minutes from the heart of downtown Vancouver, a spectacular location that is a 'must-see' for any visitor to the city — where snow-capped mountains meet ocean, and breathtaking vistas greet you around every corner. The campus is home to more than 37,000 undergraduate and 10,000 graduate students.,Our second major campus is in the dynamic southern interior city of Kelowna in the Okanagan Valley. UBC's Okanagan campus, open since 2005, provides an intimate learning community in the spectacular wine-growing region of British Columbia. The campus educates more than 6,500 undergraduate and 450 graduate students.,Canadians are an ethnically and culturally varied group, and students from over 151 countries around the world attend UBC. That makes for a culturally diverse experience. Both campuses have clubs and spaces that help connect students from a variety of backgrounds., ,A UBC education is a modern leaning experience that will both challenge and inspire you. You’ll join a diverse group of scholars and students from 151 countries—each with a unique perspective to share. To extend the rewards of your education, choose your own adventure from countless opportunities to learn and volunteer in communities around the world.,At UBC, education is about more than just textbooks, labs, and lectures. As an undergraduate, you’ll have the opportunity to contribute to practical, hands-on research and develop innovative solutions to real-world challenges., ,Combine your studies with paid work experience in your field.,Work with a faculty or industry mentor for new ideas, career development, networking, and support.,Get involved with local schools and non-profit organizations that are making a difference in the community.,Go Global lets you meet degree requirements through international service learning (18 projects in 6 countries), student exchange (175 university partners in 42 countries), or taking courses with a UBC professor abroad in a group study program (12 countries).,This program will help you find well-paid, career-related jobs on campus.,UBC was a pioneer in teaching across disciplines, and today we have more integrated first-year programs than any other Canadian university. We passionately believe that this style of teaching is one of the most effective ways for you to become a critical, independent thinker., ,UBC offers 17 faculties, 35 Bachelor degree programs, 212 undergraduate majors and 26 undergraduate interdisciplinary programs., ,Who would you like to guide your learning? How about Nobel laureates, leading-edge researchers, and winners of prestigious teaching awards? At UBC, you can learn from them all.,Our professors push the boundaries of knowledge and help you to develop your analytical skills, refine your ideas, and express those ideas in powerful ways.,As any student who has spent long hours researching or studying can tell you, finding space that’s conducive to learning is crucial. As a UBC student, you’ll have access to state-of-the-art classrooms, libraries, facilities, and technologies. You might think that because UBC is a big university, our classes are big. In reality, we have a variety of classes – lectures, labs, seminars, discussion groups and more – in a variety of class sizes.,Your history course might include a lecture with 150 students and a tutorial for groups of 15. Your science course might include labs with 30 students. ,Consider what UBC professor and Nobel Laureate Carl Wieman said about class sizes in an April 2007 interview for Maclean’s magazine: “You can have a small class in which there’s very little learning, and you can have a large class in which there’s a great deal of learning.” Our professors work to ensure students are engaged in learning, no matter the size of the class.,Did you know?, ,Ask any current UBC student – one of the smartest things you can do while at UBC is to get involved on campus. In fact, studies show that students who participate in student life tend to do better in their academics as well. Between UBC programs, student government, and the hundreds of student-run clubs available, you’ll be sure to find others on campus with interests similar to your own.,What makes a great leader? How can you be part of the solution to local, international, and environmental challenges? UBC has created leadership programs that give you opportunities to challenge yourself, make a difference, and learn new skills., ,You’ll be connected to a global alumni network of 285,000 people in 135 countries. These graduates are scholars, leaders and global citizens that reside throughout the world. Every year, leading professional schools and graduate programs around the world — from Harvard to Oxford — welcome UBC graduates., ,UBC offers career support, workshops, and networking opportunities to help students find employment and develop lifelong career self-management skills. Many programs offer post-graduation placement assistance and internships. Depending on the length of their studies, international graduates are eligible to work in Canada for up to three years after graduation from UBC."
University of Michigan ,20,82.6,76.1,47.6,53.9,91.4,91.6,"A month before he was elected President, John F. Kennedy came to Michigan and first endorsed the ideal of public service abroad for young Americans that later found expression in the Peace Corps. In 2009, enrolments across 28 schools and colleges on three campuses numbered 58,089, and the institution had amassed 1,400 student organisations and 8 million library books."
Carnegie Mellon University ,22,81.5,71.8,51.4,55.9,87.0,95.5,"Many traditions at the 143-acre campus of this research university are Scottish, as was its founder, Andrew Carnegie. CMU is one of the few American universities to offer a degree in bagpipes and it counts at least 16 Nobel, 41 Emmy and four Oscar winners among its alumni. It has more than 11,300 students."
Duke University ,23,81.2,72.3,45.8,100.0,81.5,97.0,"A philanthropic foundation by James B. Duke in 1924 began the transformation of Trinity College, a small Methodist institution established in 1838, into today's research university. Its 8,610-acre campus includes a 7,000-acre forest and a coastal marine research centre. It has 10 schools and colleges."
The University of Tokyo ,27,78.3,87.9,27.6,59.0,89.9,71.3,"The University of Tokyo (UTokyo) has lead research and education in Japan since our foundation as a national university in 1877. For more than a century, we have been nurturing minds that have gone on to explore space, win Nobel Prizes and expand the frontiers of human knowledge. Today, over 5,500 faculty and over 27,000 students make UTokyo one of the most important global hubs of research and education in one of Asia’s most exciting cities.,UTokyo has long been known as Japan’s premier institution of higher education and for our low student-to-faculty ratio. Our unique liberal arts education provides a sound base in the first half of our four-year undergraduate program, after which our students choose a two-year specialization in line with their interests. We encourage interdisciplinary approaches throughout.,Our graduate schools provide an excellent environment for first-rate intensive research with the world’s leading researchers, and each graduate student can learn at the cutting edge of their field. In recent years UTokyo has established undergraduate and graduate English-language degree programs, such as our undergraduate PEAK program, further promoting campus diversity.,UTokyo is networked with top universities and research institutions from all parts of the world and the flow of students, research and researchers creates a truly global campus. UTokyo also goes abroad to bring our university to the world, through events such as the ,, held in close partnership with globally renowned academic institutions around the world since 2000. ,UTokyo researchers and alumni have expanded the frontiers of human knowledge and their achievements have been recognized in multiple Nobel and other prizes. Yoichiro Nambu and Masatoshi Koshiba have transformed physics, while Kenzaburo Oe and Yasunari Kawabata have enriched global culture through their literary works, to mention just a few. Our website , offers a glimpse into the world of our cutting-edge research."
National University of Singapore (NUS),29,77.5,74.4,92.3,77.4,87.2,67.2,"A leading global university centred in Asia, the National University of Singapore (NUS) is Singapore's flagship university, which offers a global approach to education and research with a focus on Asian perspectives and expertise.,Its 16 faculties and schools across three campus locations in Singapore – Kent Ridge, Bukit Timah and Outram – provide a broad-based curriculum underscored by multi-disciplinary courses and cross-faculty enrichment. NUS’ transformative education includes programmes such as student exchange, entrepreneurial internships at NUS Overseas Colleges, and double degree and joint degree programmes with some of the world’s top universities, offering students opportunities and challenges to realise their potential. The learning experience is complemented by a vibrant residential life with avenues for artistic, cultural and sporting pursuits. Over 37,000 students from 100 countries further enrich the community with their diverse social and cultural perspectives.,NUS has three Research Centres of Excellence (RCE) and 23 university-level research institutes and centres. It is also a partner for Singapore’s fifth RCE. The University shares a close affiliation with 16 national-level research institutes and centres. Research activities are strategic and robust, and NUS is well-known for its research strengths in engineering, life sciences and biomedicine, social sciences and natural sciences. Major research thrusts have been made recently in several fields such as quantum technology; cancer and translational medicine; interactive and digital media; and the environment and water. The University also strives to create a supportive and innovative environment to promote creative enterprise within its community.,NUS is actively involved in international academic and research networks such as the Association of Pacific Rim Universities (APRU) and International Alliance of Research Universities (IARU)."
"University of California, Santa Barbara ",35,75.6,56.1,58.3,100.0,73.5,99.4,"Located on the Pacific coast 100 miles north of Los Angeles, Santa Barbara is the third-oldest of the University of California's 10 general campuses, joining in 1944. Offering courses in the arts, humanities, sciences and engineering, it has around 23,000 students and boasts more than 1,000 scholars, including five Nobel laureates."
University of Wisconsin-Madison ,31,76.9,76.1,29.8,54.8,80.1,88.2,"Ranging over 900 acres by the shores of Lake Mendota, UW Madison in 1848 was one of the first US land-grant universities. Its approximately 2,000-strong faculty maintains a strong link with agriculture and the life sciences for around 42,000 students."
The University of Hong Kong ,35,75.6,78.4,81.7,62.5,85.9,62.1,
University of Illinois at Urbana Champaign ,33,75.8,74.2,36.0,,84.9,80.8,"Spawned amid controversy with its first president pushing for a liberal-arts ""school of thought"" but opposed by others favouring an industrial college, today's twin-city (Urbana and Champaign) academy teaches around 43,000 students enrolled in about 150 courses of study at 17 colleges."
University of Edinburgh ,32,76.1,68.4,78.9,43.8,71.3,90.8,"When Scotland gained this, its fourth university, in 1582, England had only two. Today, it has more than 24,000 students - three times as many as its staff complement - and an annual turnover exceeding 400 million. Edinburgh has seven campuses, the newest being the Chancellor's Building site, home to a 40 million medical school connected to Edinburgh Royal Infirmary by a warren of corridors."
McGill University ,34,75.7,74.4,75.9,40.3,80.4,75.2,"McGill's notable firsts include the internet search engine, today's version of which reveals that the university was born in 1821 after wealthy fur trader James McGill left 10,000 and 46 acres for its foundation. Today it has about 35,000 students taught out of 11 faculties and 10 schools on two campuses."
Australian National University ,37,75.4,68.6,90.0,39.6,83.5,73.5,"Old Canberra House dates from 1913 and is the oldest building on ANU's 145-acre greenfield campus, established by an Act of the Federal Parliament in 1946 to house the university in the heart of Australia's ""bush capital"". More than 10,000 trees on campus shade around 16,700 students taught by approximately 1,600 scholars grouped into seven academic colleges."
"University of California, San Diego ",38,75.2,63.4,34.2,43.9,79.0,96.2,"UCSD Pascal, a computer language that influenced the programming language Java, was invented here. Not only did UCSD open in 1960, it also became synonymous with Sixties counterculture when faculty member Herbert Marcuse ""occupied"" its administration building. Today it employs eight Nobel and three National Medal of Science laureates among approximately 1,000 faculty teaching about 29,000 students."
"University of California, Davis ",44,71.8,67.9,51.7,52.5,71.6,82.7,"Famous for its plethora of bicycles and bicyclists, as well as London double-decker buses ridden by many of its 31,000-plus students, Davis claims another distinction - best-funded student government in the US, with a $10.5 million annual operating budget. In 1909, its street address was renamed after its founder, State Agricultural Society secretary Peter J. Shields."
Washington University in St Louis ,44,71.8,66.0,44.3,,62.8,95.2,"More than 20 Nobel prizewinners have been affiliated to ""Wash U"", a private research university founded by a group of businessmen in 1853. It has more than 11,000 full-time students on 90 programmes taught by around 3,200 academic staff on five extensive campuses surrounding St Louis."
London School of Economics and Political Science (LSE),39,73.1,70.8,87.2,42.9,80.8,66.5,"George Bernard Shaw, one of the founders of the London School of Economics and Political Science (LSE) in 1895, was the first of its 16 Nobel laureates: its most recent was Christopher Antoniou Pissarides in 2010. More than 100 languages are spoken on its compact central London campus, which accommodates some 9,000 students and an academic staff of around 3,000."
École Polytechnique Fédérale de Lausanne,40,73.0,62.4,98.8,49.8,57.0,95.0,"Education, research and technology transfer are core to EPFL, which boasts more than 250 on-campus laboratories situated in 136 acres on the shores of Lake Geneva. Today, the ""parc scientifique"" is home to some 7,000 students and 3,000 professors, assistants and entrepreneurs grouped into seven schools and associated research institutes."
New York University (NYU),41,72.8,73.8,38.7,29.5,67.4,89.2,"Inventor Samuel Morse was on the 14-strong faculty when New York University (NYU) opened its doors in 1831. Today, it has more than 3,000 full-time members offering 2,500 courses to around 14,000 students. With five major sites in Manhattan and its heart in Greenwich Village, it also operates outposts in Africa, Asia, Europe and South America."
University of North Carolina at Chapel Hill ,42,72.4,70.4,32.9,40.0,69.3,90.1,"The US' first public university, its flagship campus, Chapel Hill, is today one of the world's leading public research universities. More than 28,000 students pursue bachelor's, master's, doctoral and professional degree courses served by around 3,100 faculty members."
Karolinska Institute ,42,72.4,66.3,64.5,71.4,75.7,77.3,"Celebrating its 200th anniversary in 2010, Karolinska is a top global medical university and a member of the 22-strong League of European Research Universities. On two campuses it covers the gamut of research and clinical medicine and pharmacology, with a faculty of more than 2,300 serving around 8,000 undergraduate and postgraduate students."
Peking University ,46,70.7,81.5,54.1,99.9,67.9,64.3,"Marxism is one of the 39 schools, departments, colleges and institutes that make up today's PKU. It was founded in 1898 as an imperial university, given its current name in 1912 and merged with Beijing Medical University in 2000. Its Yan Yuan campus accommodates more than 30,000 students and 2,900 academics."
University of Minnesota ,47,70.5,66.1,28.7,,74.0,84.7,"America's longest river bisects the main campus of this 2,700-acre spread occupying four tracts in the Twin Cities of Minneapolis and St Paul. ""The U"", home to more than 50,000 students and around 3,400 faculty members, draws on an endowment that was worth $2.2 billion in 2006, but enrolled no students in its first 16 years owing to politics and the Civil War."
Boston University ,54,66.8,65.4,39.2,30.6,50.9,94.2,"With Martin Luther King among its alumni, BU's Methodist roots lie with the Newbury Biblical Institute founded in 1839. Rebranded in 1869 with its current name, BU describes itself as non-sectarian, offering 250 programmes to more than 32,500 students on its 133-acre Charles River and medical campuses."
