name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
University of Geneva ,118,55.0,46.6,95.7,32.7,49.7,63.1,"One of Geneva's eight faculties - Protestant theology - maintains the link with the university's foundation as a seminary by John Calvin in 1559. In 1873, the institution converted to secularism, and in the following century it attracted such intellects as Jean Piaget, George Steiner, Chaim Weizmann and Kofi Annan."
KU Leuven ,119,54.8,57.7,29.6,97.7,62.9,45.2,"Founded in 1425, KU Leuven is the world's oldest surviving Catholic university and is the largest university in Belgium. Today, it is a leading European research university and offers a comprehensive catalogue of Dutch and English-language degree programmes. Its 6,800 senior and junior academic staff serve more than 40,000 students.,KU Leuven was formerly known as Katholieke Universiteit Leuven."
Nanjing University ,120,54.6,52.2,50.2,43.4,46.2,66.0,"As one of China's four ancient capitals, Nanjing's academic roots stretch back nearly 2,000 years, although today's university has its roots in a higher school set up on the site of an old imperial university in 1915. It gained its current name in 1952. Today it has more than 22,000 students taught by a staff of 3,000."
"Queen Mary, University of London ",120,54.6,39.7,91.0,38.9,44.1,73.5,"Joining the University of London as a constituent college in 1915, Queen Mary has 19th-century roots in the East End's People's Palace movement. But after merging with Barts and the London medical schools, the combined institution can now look back to 12th-century origins. It has some 16,000 students and a research and teaching staff of 3,000."
Technical University of Denmark ,122,54.5,46.2,64.0,95.5,46.9,64.6,"H.C. Ørsted – the father of electromagnetism – founded the Technical University of Denmark in 1829. The university is home to around 7,800 bachelor and master students, in addition to 1,300 PhDs. The Danish government covers tuition fees, leaving students to pay living expenses. On campus are 19 departments."
Lancaster University ,124,54.4,43.5,73.8,28.8,41.9,74.9,"Lancaster was the last of seven new universities conceived in the 1950s. Its 12,000 students belong to one of nine colleges, which act as interdisciplinary communities, but are taught by four academic faculties: arts and social sciences; health and medicine; management; science and technology."
Michigan State University ,122,54.5,50.4,30.4,,52.7,63.7,"""Spartans"" have been graduating from MSU since it was founded in 1855, the prototype for 69 land-grant institutions. Today there are more than 47,000 students and an academic staff of just under 5,000 on its 5,200-acre East Lansing campus, grouped into 17 degree-granting colleges offering more than 200 study programmes."
University of Alberta ,127,54.3,53.7,71.6,44.5,58.0,49.7,
Leiden University ,124,54.4,47.3,40.0,100.0,54.9,59.3,"The city is Leiden's ""campus"", as befits the institution's status as a gift to the citizens by William of Orange in 1575 for withstanding a siege by the Spanish. It has some 17,000 students and 4,000 academic staff in six faculties of archaeology, humanities, law, medicine, mathematics and natural sciences, and social and behavioural sciences."
Ghent University ,124,54.4,52.8,24.7,97.1,59.1,52.8,"Latin was the language of instruction when Ghent was founded in 1817. That changed to French when Belgium won independence in 1830, and changed again to Dutch in 1930. It has 132 departments in 11 faculties and five doctoral schools scattered across the ancient Flemish city, with around 2,000 academic staff looking after 31,200 students."
University of Glasgow ,128,54.2,45.6,55.1,61.0,50.3,65.1,"Degrees are still awarded here by reference to the Papal Bull that was its founding document in 1451. In 1957, Glasgow became the first Scottish university with an electronic computer. Today, some 5,800 staff and around 23,600 students fill nine faculties in the alma mater of Lord Kelvin, Adam Smith, James Watt and Joseph Lister."
Stockholm University ,129,54.0,36.9,,31.7,49.2,75.9,"In 1878, Sweden's flagship post-secondary institution opened its account with a series of natural-science lectures, a tradition kept alive today through annual public lectures. In 1899, Stockholm appointed Europe's third female professor, Sofia Kovalevskaya, to its mathematics chair. The alma mater of Olof Palme, Ingmar Bergman and Hans Blix, the institution now has around 28,200 students enrolled in four faculties."
University of Victoria ,130,53.4,32.9,,27.4,48.3,79.1,"Founded in 1903 as Victoria College on the southern tip of Vancouver Island, UVic's location is draw enough for many, with its balmy summers and temperate winters. It gained degree-granting status in 1963 and its 463-acre campus accommodates some 19,400 students and 2,400 academic staff grouped into 10 faculties and two divisions."
Osaka University ,130,53.4,61.7,20.1,73.4,63.4,40.0,"Osaka's academic heritage begins in 1724 with the opening of Kaitokudo - a place of general study for merchants. Formed out of the former imperial university in 1949, its three sites accommodate some 23,700 students and around 3,000 academics. It has two university hospitals, five research institutes and 27 academic schools."
University of Iowa ,132,53.3,48.6,31.7,,59.8,54.8,"Established in 1847 and with claims to be the first university anywhere to accept creative work in the fine arts on an equal footing with academic research, IU - whose graduates include Tennessee Williams and actor Gene Wilder - is the academic home to more than 30,300 students and around 2,150 faculty in 11 colleges."
Albert-Ludwigs-Universität Freiburg ,132,53.3,52.4,46.2,79.8,41.4,64.3,"Freiburg was described as a university town long before its 19 Nobel laureates-in-the-making passed through. With only minor modifications, the university's seal - Christ on a Gothic throne holding the Gospel - has been in continuous use since its fifth year, 1462. Foreigners make up one-sixth of its student body."
Université de Lausanne,136,52.6,43.1,84.1,42.5,50.5,59.1,"In 1909, the world's first forensic-science school joined the university community: a century later, this three-campus institution, where 12,000-plus students and 2,300 researchers study and work, has seven faculties and a School of Criminal Justice. Founded in 1537 as the only French-language school of Protestant theology, Lausanne teaches subjects that include Greek numismatics and cybermarketing."
University of Sheffield ,137,52.5,48.9,62.7,40.3,49.2,58.4,"Perhaps the best known of the five Nobel laureates from this 105-year-old university, one of the six original ""redbricks"", is Howard Florey, the co-developer of penicillin. Professor emeritus David Hughes has lent his name to what was previously known as Asteroid 4207. The university teaches 25,000 students, including around 3,900 from 120 countries, and employs about 6,000 staff."
University of Bergen ,135,52.7,39.9,66.6,41.5,42.1,73.1,"Among Bergen's six faculties is the Nordic world's only self-contained Faculty of Psychology. Besides its faculties and three centres, the university has four departments - the Grieg Academy's department of music among them. Although founded in 1946, the university is direct heir to academic activity at Bergen Museum from 1825 onwards. It has 3,200 staff and 14,500 students."
University of Montreal ,138,52.4,56.1,,,49.4,51.9,"The French-speaking University of Montreal is the largest centre of higher education and research in Québec and the second largest in Canada. The university's 16 faculties and two affiliated schools (HEC Montréal and École Polytechnique) bring together more than 2,500 professors and researchers and 64,000 students. Offering more than 650 programmes at all academic levels, it annually awards about 3,000 masters and doctorate diplomas."
Tohoku University ,132,53.3,60.3,20.1,82.3,62.5,41.2,"Spread over five campuses in the city of Sendai on the Pacific coast 190 miles north of Tokyo, Tohoku was founded as the third of the old imperial universities in 1907. Its 10 undergraduate and 18 graduate schools and 6 research institutes offer arts, humanities, law, research and applied sciences, with more than 2,900 staff overseeing around 18,000 students."
VU University Amsterdam ,139,52.3,47.6,30.6,81.4,51.6,58.5,"In 1880, VU University Amsterdam first opened its doors to students. VU stands for 'Vrije Universiteit' which means 'Free University'. Here, 'free' refers to freedom from state and church interference. The university now comprises twelve faculties and has teaching facilities for 26,000 students. With more than 50 Bachelor’s programmes and almost a 100 Master’s programmes, VU University Amsterdam offers a wide choice of study options."
University of Dundee  ,140,52.2,34.1,54.4,49.3,41.0,79.3,"Dundee is the only university listed by the UK's Universities and Colleges Admissions Services where students may read for a Bachelor of Laws in either English or Scottish law. Founded in 1881, it was originally a college of St Andrews University but has been independent since 1967. It has 3,000 staff and more than 18,600 students."
Université Pierre et Marie Curie ,140,52.2,51.9,30.7,26.4,37.2,71.5,"France's largest medical and scientific complex was set up in 1971 following the break-up of the old University of Paris, although it can trace its roots back to 1109 and the Abbey of St Victor. With 120 research units on 33 sites, it has a 30,000-strong student body, including 3,500 doctoral students, which is served by around 3,250 academics."
University of Barcelona ,142,52.1,34.1,22.3,30.0,33.7,91.9,"More than half of Catalonia's student population attends four-campus UB, founded by royal prerogative granted in 1450 by Alphonse V of Aragon (the Magnanimous), half a century after a plea to the Pope from King Martin (the Humane). Annually, 2,000 bachelor's degrees and 450 PhDs are awarded at this home for around 90,600 students served by about 4,150 faculty members."
Utrecht University ,143,52.0,43.4,52.6,55.3,53.0,58.8,"Founded in 1636, Utrecht is consistently rated the top Dutch university. Offering 45 undergraduate and 167 graduate programmes, it has some 30,000 students served by 7,500 academic staff grouped into seven faculties on its main medieval city-centre campus and two satellites."
Wageningen University and Research Center ,144,51.9,58.5,24.3,,48.8,53.0,"Famous graduates of this institution include Katja Staartjes, the first Dutchwoman to climb Mount Everest, and Heineken CEO Karel Vuursteen. On staff are close to 200 full-time professors teaching around 9,600 students, of whom one-quarter are postgraduates. Its 31 MSc programmes include food technology and meteorology and air quality. Alterra for a Green World is one of its 10 research institutes."
University of Birmingham ,145,51.8,50.3,73.8,34.8,50.7,52.1,"Home to the world's tallest free-standing clock tower, the Joseph Chamberlain Memorial Clocktower, and at various times eight future Nobel laureates, this ""redbrick"" also houses the Barber Institute of Fine Arts, which displays works by Van Gogh, Picasso and Monet. European studies and international relations are among the subjects offered by the university, which educates more than 26,000 students."
University of Auckland ,145,51.8,34.8,94.3,61.1,39.2,71.8,"Economist William Phillips, who taught here from 1969 to 1975, observed a historical inverse relationship between countries' unemployment and inflation rates, a phenomenon now known as the Phillips Curve. Today, 39,000 students are part of New Zealand's largest university community, set up in 1883, with eight faculties on six campuses. Ex-prime ministers David Lange and Helen Clark studied here."
Uppsala University ,147,51.6,49.6,77.9,39.5,62.2,40.7,"The oldest university in the Nordic countries, founded in 1477, it dominates the town and has many traditions, such as lectures starting at a quarter past the hour for its 20,000 students and 3,600 academic staff. Its work ranges over three disciplinary domains: arts and social sciences; medicine and pharmacy; and science and technology."
Alexandria University ,147,51.6,29.5,19.3,36.0,28.0,99.8,"Alexandria, established in 1938, has developed branches in Lebanon, Sudan and Chad from its base in the Nile Delta. A variety of campuses are home to some 30 faculties and institutes that cover the full spectrum of academic disciplines for its 197,000 students, served by an 18,500-strong teaching and support staff."
Hong Kong Polytechnic University ,149,51.4,39.4,82.9,57.2,45.7,62.4,"The Hong Kong Polytechnic University (PolyU) is committed to education and preparing students to becoming global citizens through quality learning and teaching.  We are internationally known for our excellence in innovative research and unique programmes.,Established in 1937, we have groomed over 330,000 graduates, many of whom have become leaders in their professional fields, contributing their knowledge and expertise to building Hong Kong's thriving economy., ,PolyU offers a wide range of programmes, from higher diplomas to doctoral degrees.  All our programmes are fully accredited with their key strengths being their practical application and professional relevance to the industries. Many of which are among the best in Asia, and indeed the world. ,Hong Kong is one of the most dynamic cities in the world.  Nevertheless, the city has something for everyone, from the most economical options to extreme extravagance. As a student, you can also enjoy a vast range of discounted offers, from transportation to different kinds of entertainment.,Tuition fee for a full-time Bachelor's Degree programme per academic year is approximately GBP8,900(HKD110,000). Scholarships up to approximately GBP12,200 (HKD150,000) are awarded to students with outstanding academic merits as well as those with other non-academic achievements.  ,All international students will be offered 3-years guaranteed accommodation at our Student Halls of Residence, which is just under 10-minute walking distance from the campus, at a monthly rental of approximately GBP100 (HKD1,240) for a shared room.,Hong Kong is such a compact place so getting around is extremely easy. Our well-developed public transportation network and bilingual signage ensure your quick, convenient and easy access to almost anywhere in the city. More importantly, PolyU is located right in the heart of Hong Kong so you could even get around in flip-flops and get anything you need in the neighborhood. ,Hong Kong presents an ever-changing kaleidoscope of culture and traditions.  As a gourmet paradise and shopper's heaven, the city offers a glittering array of local and international choices.  And if you yearn to escape to greener landscapes, numerous country parts and hiking trails offer ""active relaxation"" and spectacular views over Hong Kong's picturesque scenery!,Apart from academic studies, there are lots of activities for students to develop their different competencies and skills during term time. Just to mention a few, there are physical education courses that keep you healthy, language and leisure courses, professional development seminars and so on. All of which are non-credit bearing and free from assessment.  And most importantly, all these courses are either free of charge or just at a minimal amount of GBP4 (HKD50) per semester!,All international students will be offered 3-years guaranteed accommodation at our Student Halls of Residence, which is just under 10-minute walking distance from the campus, at a monthly rental of approximately GBP100 (HKD1,240) for a shared room.,You can truly immerse yourself into the lifestyle of a PolyU student by staying at the Student Halls of Residence. All rooms are fully furnished with a shared bathroom between two adjacent rooms. Each room is air-conditioned and equipped with broadband internet access.,Depending on your preference and budget, some of you might like to go for other forms of university-managed accommodation including private premises near the campus or arrange our own accommodation off-campus. Out Student Affairs Office can provide information to help you get started.  ,To apply for full-time studies, you will have to submit your application online a year in advance via our ,., ,In general, you will need to achieve an academic standard equivalent to GSC A-level or have satisfactorily completed the International Baccalaureate Diploma or your first year of university education.  ,You will also need to achieve a TOEFL score of 550, 213 or 80 for  internet-based test, or an overall band score of 6 in IELTS in terms of English language requirement. ,You should choose your desired programme from our ,  where you will also be able to find the entrance requirement of  theprogramme you are interested in. Your application could then be made directly online via our ,., ,Application for September 2014 entry shall commence around mid-September 2013.  For general enquiries, please email ,., , "
University of Aberdeen ,149,51.4,37.8,86.1,47.0,45.2,64.6,"A 57 million successor to the Queen Mother Library opened in September 2011 for the benefit of Aberdeen's students, of whom 14,000 are enrolled in 590 first-degree and 110 postgraduate courses. From the founding of King's College in 1495, the institution grew steadily and united with its rival, Marischal College, in 1860."
Delft University of Technology ,151,51.3,55.5,47.4,99.4,67.7,29.0,
"Birkbeck, University of London ",152,51.2,41.2,88.5,27.4,35.8,70.6,"In 1823, some 2,000 people packed a pub on London's Strand for the launch of Dr George Birkbeck's Mechanics' Institution, which aimed to provide education for those with little time or money. That intention has been met in spades by Birkbeck, part of the University of London since 1925: today it has around 19,000 students, some 11,800 of them extramural."
University of New South Wales ,152,51.2,49.5,70.7,60.0,48.9,51.2,"UNSW Australia (The University of New South Wales) is located ten minutes away from the shores of Coogee beach in Sydney, Australia. It places a strong importance on real industry ties and says it is “committed to making a difference in this world”. UNSW is known for its associations with global networks such as Group of Eight (a coalition of Australia’s leading research intensive universities) Universitas 21 international network and most recently APRU (Association of Pacific Rim Universities)."
Newcastle University ,152,51.2,42.7,80.5,31.1,42.8,63.6,"Newcastle University, UK, is a modern civic university with a proud tradition, committed to world-class academic excellence - but excellence with a purpose. ,Our vision is of Newcastle as a university with a global reputation for academic excellence. Our mission is to be a world-class research-intensive institution which delivers teaching and facilitates learning of the highest quality and plays a leading role in the economic, social and cultural development of the North East of England. ,Newcastle University originated in 1834 with the establishment of a School of Medicine and Surgery in Newcastle upon Tyne, and the College of Physical Science, founded in 1871. The two colleges catered for the demands of a growing industrial city, providing the professional disciplines with skilled, knowledgeable graduates, who helped to stimulate the growth of Newcastle. The Newcastle colleges merged to form King's College in 1937. In 1963, following an Act of Parliament, King's College became the University of Newcastle upon Tyne, and latterly, Newcastle University.,During the industrial revolution, Newcastle was a powerhouse, becoming synonymous with coal, shipbuilding and heavy engineering, and today many towns and cities around the world are named Newcastle in its image. Science and innovation originating from Newcastle have revolutionised the modern world, including the invention of mining safety lamps, Stephenson's Rocket, Sir Joseph Swan's electric light bulb, Lord Armstrong's artillery and Charles Parsons' turbine engine. From these proud roots in North East England has grown a University with global ambitions and a world-wide reach.,The University's main campus is located in the centre of Newcastle upon Tyne, the cosmopolitan capital of North East England which enjoys a worldwide reputation for the quality of its cultural and social life. The North East region is famed as much for the warmth of its welcome as for the rugged beauty of its coastline and countryside, and all lie within easy reach of the city and University. The city is well-connected nationally and internationally - London is only three hours away by train, and Newcastle International Airport is close by, linking the city to more than 80 destinations worldwide.,Today's University has a thriving international community of almost 16,000 undergraduate and 5,600 postgraduate students from more than 120 countries worldwide. Teaching and research are delivered in 24 academic schools and 40 research institutes and research centres, spread across three Faculties: the Faculty of Humanities and Social Sciences; the Faculty of Medical Sciences; and the Faculty of Science, Agriculture and Engineering. ,The majority of our teaching and learning activities take place on a 50 acre campus whose buildings provide as many reminders of our heritage as they do signs of our exciting future. Ultra-modern glass and steel structures sit alongside our iconic redbrick buildings, the result of a continuous programme of investment and development in our campus and facilities designed to ensure that Newcastle University remains among the most popular UK destinations for students at home and abroad.,We offer around 175 full-time undergraduate degree programmes in a wide range of subject areas spanning arts, sciences, engineering and medicine, together with approximately 340 postgraduate taught and research programmes across a range of disciplines. Once here, our students are guaranteed an excellent learning experience. They benefit from research-informed teaching by passionate, talented academic staff, many of whom are leaders in their field in the UK, and in some cases, the world, giving students the opportunity to study at the cutting edge of their chosen discipline.  ,Students also have access to some of the best facilities and student services in the UK. Learning is supported by a multiple award-winning Library service and 24-hour computing clusters. The Library boasts more than one million books and periodicals and over 500,000 e-books - one of the largest e-book collections in the country.,Newcastle's reputation for preparing students for the world of work is among the best in the UK. The University is among the top 20 in the country for our employment rate, with latest official figures showing that 93% of our graduates go on to employment or further education within six months of graduating. More than three quarters of them were in graduate-level jobs. ,Our award-winning Careers Service supports the launch of around 30 student companies each year and there has been a 17% increase in the number of graduates who have gone on to be self-employed. The University has pledged to give every student the chance to take advantage of a work placement, internship or voluntary project during their time here. We are also one of the top 20 universities targeted by graduate employers in the UK.,Our students consistently rate their time at Newcastle very highly. The 2012 National Student Survey found that 89% of our students were happy with their time at Newcastle, making us tenth among our peers.  And the latest International Student Barometer found that nine out of ten of our international students would recommend us to their friends and family, the twelfth best rate in the world.,Newcastle University is also a great place to engage in a wide range of sporting activities and is in the top 10 of the British University Colleges and Sports (BUCS) league.,As a member of the prestigious Russell Group of 24 research-intensive universities, Newcastle University has an outstanding reputation across a wide range of disciplines. All 38 of its submitted research areas were identified as 'world leading' or 'internationally recognised' by the latest 2008 Research Assessment Exercise (RAE). We are ranked 17th in the UK for research power, according to the influential publication, Research Fortnight, and we are in the UK's top twelve for research power in science and engineering. ,We aim to be a globally significant research University and we conduct our research activities with a resolute commitment to excellence and a concern for the needs of both local society and global issues. This combination of being globally ambitious and regionally rooted underpins Newcastle University's vision for the future.,We strive for world-class academic excellence - but excellence with impact - so that our high-quality academic work responds to large-scale societal needs and demands. In pursuit of this aim, we have developed the concept of Societal Challenge Themes, under which we now group a significant part of our research. By looking at our activities in this way, we hope that society at large can better understand where we can help make a difference − and the University can demonstrate its commitment to excellence with impact.,Our Societal Challenge Themes are chosen using three clear principles. Firstly, they concern issues where we have real expertise to contribute; secondly, they must be topics of major global interest with significant resonance in our own country; and finally, they must be areas in which we have developed genuine engagement with the public and numerous stakeholder communities, so that we have a deep understanding of the issues.,Overall, the three themes of Ageing, Sustainability and Social Renewal are a striking illustration of the University's strategy of both academic excellence − our capability − and our status as a civic university which drives our commitment.  ,Here we have made seminal contributions to Alzheimer's and dementia research, enhanced our understanding of the fundamental biology of why we age, and developed ground-breaking new models of engagement with older people to address the challenges of social care. ,Already internationally-recognised for our work in power generation and electrical systems, we are now set to build on our expertise in the drive towards a low carbon economy. Internationally, we have helped countries combat environmental problems caused by polluted water seeping from abandoned mines and influenced government policies.,We are applying our significant strengths in research relating to how individuals, communities and organisations adapt and thrive in a rapidly changing and challenging environment.  Our Newcastle Institute for Social Renewal is a hub for research activity which is focused on asking the big questions facing our society. Notably, we are known for our focus on rural issues, highlighting to Government the problems facing the countryside.,Newcastle University continues to increase its international profile at home and abroad. This academic year saw the completion of a £53m building where international students can live and learn at the heart of the University campus. INTO Newcastle University opened its doors in September 2012 and will eventually cater for up to 800 students. The INTO development comprises a purpose-built teaching centre with 18teaching rooms, a learning resource centre, a lecture theatre, science laboratory and computer labs as well as administrative and academic offices, social areas and a restaurant, and two new halls of residence. Together, Bernicia Halls and Joseph Cowen Halls provide 532 brand new, high-quality study bedrooms.,Newcastle University partnered with INTO - which prepares international students for undergraduate and postgraduate study - in 2007. Since then, more than 4,000 students from 50 different countries have come to Newcastle through INTO and opted to continue their education here. In the 2011-12 external International Student Barometer, INTO Newcastle University recorded an overall student satisfaction rating of 90%.,At the same time as increasing our thriving international community here in Newcastle, we are furthering our strategic global links by developing our presence in South East Asia,through Newcastle University International Singapore (NUIS) and Newcastle University Medicine (NUMed) Malaysia.,Our presence in Singapore, and our partnership with the Singapore Institute of Technology (SIT), goes from strength to strength. In May 2012, SIT unveiled plans to develop five purpose-built campuses, two of which will consolidate Newcastle University's offerings in Singapore. Situated in the grounds of two of Singapore's major polytechnics, Ngee Ann and Nanyang, these multimillion-pound developments will provide a state-of-the-art learning environment for our students. ,From three degree programmes and just 67 students and four academic staff in 2009, NUIS has grown exponentially. This year, well over 500 undergraduates are studying with NUIS, which now offers six degree programmes ranging from Marine, Offshore, Mechanical and Chemical Engineering to Naval Architecture and Food and Human Nutrition. With the addition of a seventh programme, in Electrical Power Engineering, in September 2013, undergraduate student numbers are set to increase to more than 600, together with a 32-strong team of academic and support staff.,We are also strengthening our academic presence and capacity building in Singapore. Through the recent launch of 20 PhD scholarships we are actively seeking collaborations and partnerships with Singaporean academic and research institutions, industry and government agencies.,With the opening of NUMed in 2011, Newcastle became the first UK university to establish a medical campus overseas. NUMed now has 70 staff and 220 students studying on its modern 13-acre campus. With two 200-seat presentation lecture theatres, a 100-seat,Harvard-style demonstration theatre, 20 classrooms, two 50-place ICT classrooms, three well-equipped teaching laboratories and a library/information centre, NUMed has been specifically designed to meet the education and training needs of the doctors of tomorrow.,Towards the end of 2011, we signed an agreement with Xiamen University, in the People's Republic of China, to host the North East's first Confucius Institute which is set to build closer academic, cultural, economic and social ties between our region and China. ,Keeping in touch with our graduates and celebrating their successes and achievements is another way in which our work extends beyond Newcastle. Almost 100,000 of our graduates stay in contact with the University through our Alumni Association, providing invaluable support for our activities and for our current students."
Pompeu Fabra University ,155,51.1,35.0,44.1,40.0,33.0,84.7,"Among UPF's four research institutes is one for applied linguistics, as befits a university named after the man who standardised the modern Catalan language. Founded in 1990, the institution continues to expand, incorporating historic buildings with the new on its three campuses. There, some 7,000 students follow a spectrum of academic disciplines."
Indiana University ,156,51.0,48.5,37.7,,42.5,63.2,"IU is big. From humble beginnings in 1820, it is now an entire public university system with eight campuses covering 3,639 acres. Around 8,500 academics teach about 107,000 students, the largest proportion of whom are based at Bloomington and in the state capital, Indianapolis."
Iowa State University ,156,51.0,49.3,23.2,49.6,49.6,58.2,"Now a museum, the Farm House is ISU's oldest building, erected just two years after the institution opened as the Iowa Agricultural College and Model Farm. Changing its name in 1945, its 2,000-acre campus houses 55 academic departments, eight colleges and one school. It offers 100 degree programmes to around 28,000 students."
Erasmus University Rotterdam ,159,50.4,39.4,58.6,,43.6,65.5,"Named after arguably Rotterdam's greatest export, the 15th-century humanist and philosopher Desiderius Erasmus, EUR today has more than 19,400 students supported by an academic staff of around 2,100 scholars in three broad domains: economics and management; medicine and health; and law, culture and society."
Georgia Health Sciences University ,158,50.7,67.3,16.3,50.1,41.7,48.9,"With its own 540-bed medical centre and a specialist children's centre, MCG has some 2,500 students taught by a full-time academic staff of around 670 in five schools: medicine; allied health sciences; dentistry; graduate studies; and nursing. Founded in 1828 as the Georgia Medical Academy, it changed its name to its current title five years later."
University of Delaware ,159,50.4,38.4,16.8,100.0,51.9,61.3,"A hybrid that began as a school in 1743 - it is privately chartered but publicly funded - UDel attained university status when it merged with Delaware Women's College in 1921. Its five campuses are home to around 4,000 staff and about 19,300 students."
Boston College ,161,50.3,40.1,31.6,,33.6,78.0,"With 112 ordinands, BC hosts one of the world's largest Jesuit communities. Student admission is among the nation's most selective: for 2012, just 26 per cent of 31,000 undergraduate applications have been successful. It has around 14,600 students taught in nine colleges and schools on three campuses."
Arizona State University ,161,50.3,43.0,24.1,,44.1,66.9,"One of the top 10 producers of Fulbright scholars, Arizona State takes the pursuit of excellence seriously. Since its foundation in 1885, it has grown to accommodate a 64,000-strong student community, spread across four campuses. It offers 250 undergraduate programmes and employs around 3,100 academics."
National Sun Yat-Sen University ,163,50.2,46.1,21.3,37.5,50.6,58.9,"Set up in Kaohsiung, Taiwan's second-largest city and its major port, in 1980, NSYSU is a reinvention of an earlier namesake in Canton, founded in 1923. Today's university has more than 10,000 students in seven colleges: liberal arts; science; engineering; management; marine sciences; social sciences; and general education."
University of Amsterdam ,165,50.0,42.5,38.2,38.8,49.2,60.2,"Trade and philosophy were core to the Athenaeum Illustre of Holland's ""Golden Age"", founded in 1632. Changing its name in 1877, the institution is home to 5,000 academic staff who teach 28,000 students in the humanities, social and behavioural sciences, economics and business, law, the natural sciences, medicine and dentistry."
Georgetown University ,164,50.1,65.1,24.7,,44.7,45.0,"Jesuit priest John Carroll founded Georgetown in 1789, the same year that the US Constitution took effect: today, it is the country's oldest Catholic university. Its 104-acre main campus, just above the Potomac River, and two satellites house nine schools, where a faculty of some 2,000 academics and around 15,300 students follow the Jesuit way of scholarship."
University of Liverpool ,165,50.0,40.8,59.8,40.6,47.8,59.6,"Not only is Liverpool one of the original six ""redbrick"" universities, it was also a Liverpool professor, Edgar Allison Peers, who coined the term. Another of its professors, Oliver Lodge, made what was arguably the world's first public radio transmission in 1894, a year before Marconi. Home to around 20,700 students, it counts journalist Jon Snow and writer Lytton Strachey among its graduates."
Universität Würzburg ,168,49.8,48.7,40.3,,40.9,60.4,"Johannes Trithemius blamed the early demise of Würzburg's first incarnation (established in 1402) on students' dissolute lifestyle - their bathing, loving, brawling, gambling, inebriation ""and general pandemonium"". Some 180 years later, a more durable attempt was made. Today, some 21,000 students (3,100 postgraduates) learn in the place where Röntgen's X-ray research won him the first Nobel Prize in Physics in 1901."
University of Leeds ,168,49.8,46.2,50.0,38.3,48.0,55.6,"Established in 1904, Leeds is part of the prestigious Russell Group - the 24 leading research universities in the UK. It has 33,000 students from 145 countries, and its total international student population exceeds 5,000. Students are drawn by the excellent standards for teaching and research and the chance to live in Leeds itself. It is one of the largest single campus universities in the UK (98 acres) just one mile from the city centre."
Aarhus University ,167,49.9,38.1,33.4,61.5,55.6,57.3,"The distinctive yellow-brick functionalist buildings of Aarhus's main University Park campus are Danish architectural icons and have been overseen by the same architectural firm since 1928. More than 40,000 students are taught by about 6,000 academic staff in four main academic areas: arts, science and technology, health and business and social sciences."
Sun Yat-sen University ,171,49.6,46.2,29.3,41.2,34.7,70.2,"Founded by the anti-imperialist leader himself in 1924, National Guangdong University was renamed after him in 1926, the year of his death. Its motto comprises five directives: ""Study extensively; inquire accurately; reflect carefully; discriminate clearly; practise earnestly"". With 36,000 students, its 23 schools and colleges offer graduate courses across 17 disciplines."
University of Groningen ,170,49.7,41.7,35.5,34.2,56.4,54.1," In Groningen students live throughout the city and among the locals or ‘Stadjers’ as they call themselves. As such there is no campus or campus accommodation, but to help international students to find proper housing, the University of Groningen cooperates with the Housing Office. , ,: Studying at the University of Groningen is more than just attending lectures and passing exams. Groningen has a rich student life, in which students can become a member of numerous student associations. , , Groningen has a wide variety of sports clubs. So if you want to play a specific sport, join one of the 53 associated sports clubs! The University Sports Centre (ACLO) caters to every need. ACLO was rated best university sports facility in the Netherlands by the International Student Barometer 2011. , "
Johann Wolfgang Goethe-Universität Frankfurt am Main ,172,49.4,39.2,56.1,41.6,37.3,69.5,"Founded in 1914 as Frankfurt University by a group of wealthy citizens, it was given its current name in 1932 in honour of the city's most famous son. It offers 170 degree programmes ranging from African language studies to zoology. It has 16 departments distributed over four campuses, 37,000 students and 600 academics."
Universität Bielefeld,173,49.3,39.9,,,35.7,70.4,"Situated next to the Teutoburg Forest, the site of a resounding Roman military defeat at the hands of Germanic tribes in 9AD, Bielefeld itself is a relative newcomer to the German academic scene, opening its doors in 1969. It has more than 17,500 students, an academic staff of about 1,580 and 14 faculties."
University of East Anglia ,174,49.0,42.1,62.8,29.7,40.4,62.8,"Home to one of Norman Foster's earliest buildings, the Sainsbury Centre for Visual Arts, in 2009 UEA was caught up in the ""Climategate"" controversy, but is also involved in conservation initiatives, such as its 2 million project to improve the River Wensum's water quality. Its 320-acre campus supports about 19,600 students, more than three-quarters of whom are undergraduates."
University of Copenhagen ,177,48.8,44.1,45.8,26.1,45.7,58.3,"For nearly four centuries - from 1536 to the 1920s - this was Denmark's only university. Most of its buildings were destroyed in 1801 when the British fleet commanded by Admiral Horatio Nelson bombarded the capital. Nineteenth-century rebuilding included a library, zoo, geological museum and botanic gardens. Today, 7,000 staff teach 38,000 students."
University of Nottingham ,174,49.0,46.8,74.8,38.4,44.1,52.5,"This scion of central England, founded in 1881, now receives more than 40,000 applications every year. In the 1920s a trio of high-profile lecturers visited its 330-acre University Park campus: Albert Einstein, H.G. Wells and Mahatma Gandhi. University Park is now supplemented by the Jubilee Campus, opened by the Queen in 1999. The university is home to some 33,500 students, more than 9,000 of them postgraduates."
